Nom scientifique;Nom français;Statut (au moins une fiche);Nombre de fiches;N° de fiches (habitats);ID Phytoscope;nom photo 1;nom photo 2;nom photo 3;nom photo 4
Carex flacca subsp. flacca;Laîche glauque;freq;1;18;;https://api.tela-botanica.org/img:002477835L.jpg;https://api.tela-botanica.org/img:002477836L.jpg;https://api.tela-botanica.org/img:001278320L.jpg;
Luzula campestris;Luzule champêtre;freq;2;18, 19;;https://api.tela-botanica.org/img:003491255L.jpg;https://api.tela-botanica.org/img:003491256L.jpg;https://api.tela-botanica.org/img:003491257L.jpg;
Anthoxanthum odoratum;Flouve odorante;car/freq;2;19, 25;;https://api.tela-botanica.org/img:003436425L.jpg;https://api.tela-botanica.org/img:003436426L.jpg;https://api.tela-botanica.org/img:003436427L.jpg;
Gaudinia fragilis;Gaudinie fragile;car/freq;2;19, 25;;https://api.tela-botanica.org/img:003121913L.jpg;https://api.tela-botanica.org/img:002879511L.jpg;https://api.tela-botanica.org/img:002879512L.jpg;
Trifolium dubium;Trèfle douteux;freq;1;19;;https://api.tela-botanica.org/img:003431015L.jpg;https://api.tela-botanica.org/img:003154253L.jpg;https://api.tela-botanica.org/img:002893082L.jpg;
Brachythecium rutabulum;Brachythecium rutabulum (mousse);freq;1;19;;;;;
Medicago arabica;Luzerne tachetée;freq;1;19;;https://api.tela-botanica.org/img:003471587L.jpg;https://api.tela-botanica.org/img:003471588L.jpg;https://api.tela-botanica.org/img:003471589L.jpg;
Festuca arundinacea;Fétuque roseau;freq;1;19;;https://api.tela-botanica.org/img:003125016L.jpg;https://api.tela-botanica.org/img:003125017L.jpg;https://api.tela-botanica.org/img:003125003L.jpg;
Leucanthemum vulgare;Marguerite commune;freq;2;19, 25;;https://api.tela-botanica.org/img:003439222L.jpg;https://api.tela-botanica.org/img:003245389L.jpg;https://api.tela-botanica.org/img:003245385L.jpg;
Myosotis discolor;Myosotis bicolore;freq;1;19;;https://api.tela-botanica.org/img:003421394L.jpg;https://api.tela-botanica.org/img:003421395L.jpg;https://api.tela-botanica.org/img:003421396L.jpg;
Rubus sp.;Ronce (non déterminée);car;1;20;;https://api.tela-botanica.org/img:003465993L.jpg;https://api.tela-botanica.org/img:003465992L.jpg;https://api.tela-botanica.org/img:003411795L.jpg;
Iris foetidissima;Iris fétide;car;1;20;;https://api.tela-botanica.org/img:003441559L.jpg;https://api.tela-botanica.org/img:003441560L.jpg;https://api.tela-botanica.org/img:003432665L.jpg;
Hedera helix subsp. helix;Lierre grimpant;car;1;20;;https://api.tela-botanica.org/img:003523043L.jpg;https://api.tela-botanica.org/img:003518078L.jpg;https://api.tela-botanica.org/img:003518079L.jpg;
Ulex europaeus subsp. europaeus;Ajonc d'Europe;car;1;20;;https://api.tela-botanica.org/img:003313812L.jpg;https://api.tela-botanica.org/img:002848165L.jpg;https://api.tela-botanica.org/img:002848164L.jpg;
Arum italicum subsp. neglectum;Gouet d'Italie;car;1;20;;https://api.tela-botanica.org/img:003470565L.jpg;https://api.tela-botanica.org/img:003413447L.jpg;https://api.tela-botanica.org/img:003412800L.jpg;
Bryonia dioica;Bryone dioïque;freq;2;20, 23;;https://api.tela-botanica.org/img:003523049L.jpg;https://api.tela-botanica.org/img:003523050L.jpg;https://api.tela-botanica.org/img:003523051L.jpg;
Sambucus nigra;Sureau noir;freq;1;20;;https://api.tela-botanica.org/img:003523061L.jpg;https://api.tela-botanica.org/img:003523062L.jpg;https://api.tela-botanica.org/img:003523063L.jpg;
Cardamine hirsuta;Cardamine hérissée;freq;1;20;;https://api.tela-botanica.org/img:002467701L.jpg;https://api.tela-botanica.org/img:002291642L.jpg;https://api.tela-botanica.org/img:001208776L.jpg;
Solanum dulcamara;Morelle douce-amère;freq;2;20, 23;;https://api.tela-botanica.org/img:003438732L.jpg;https://api.tela-botanica.org/img:003430751L.jpg;https://api.tela-botanica.org/img:003430752L.jpg;
Galium aparine;Gaillet gratteron;freq;1;20;;https://api.tela-botanica.org/img:003470558L.jpg;https://api.tela-botanica.org/img:003470559L.jpg;https://api.tela-botanica.org/img:003470560L.jpg;
Geranium purpureum;Géranium pourpre;freq;1;20;;https://api.tela-botanica.org/img:003436930L.jpg;https://api.tela-botanica.org/img:003436928L.jpg;https://api.tela-botanica.org/img:003436929L.jpg;
Cynoglossum officinale;Cynoglosse officinale;freq;2;20, 23;;https://api.tela-botanica.org/img:003460809L.jpg;https://api.tela-botanica.org/img:003455258L.jpg;https://api.tela-botanica.org/img:003455259L.jpg;
Urtica dioica;Grande ortie;freq;2;23, 24;;https://api.tela-botanica.org/img:003507457L.jpg;https://api.tela-botanica.org/img:003507458L.jpg;https://api.tela-botanica.org/img:003507459L.jpg;
Diplotaxis tenuifolia;Diplotaxis vivace;car;1;23;;https://api.tela-botanica.org/img:003515005L.jpg;https://api.tela-botanica.org/img:003515006L.jpg;https://api.tela-botanica.org/img:003515007L.jpg;
Galium mollugo;Gaillet mollugine;freq;1;23;;https://api.tela-botanica.org/img:003518095L.jpg;https://api.tela-botanica.org/img:003518096L.jpg;https://api.tela-botanica.org/img:003518097L.jpg;
Anchusa arvensis subsp. arvensis;Buglosse des champs;car;1;23;;https://api.tela-botanica.org/img:002807542L.jpg;https://api.tela-botanica.org/img:002807543L.jpg;https://api.tela-botanica.org/img:002754568L.jpg;
Carduus tenuiflorus;Chardon à petits capitules;car;1;23;;https://api.tela-botanica.org/img:003439217L.jpg;https://api.tela-botanica.org/img:003434908L.jpg;https://api.tela-botanica.org/img:003434909L.jpg;
Conium maculatum;Grande ciguë;freq;1;23;;https://api.tela-botanica.org/img:003245343L.jpg;https://api.tela-botanica.org/img:003245344L.jpg;https://api.tela-botanica.org/img:003245345L.jpg;
Echium vulgare;Vipérine commune;freq;1;23;;https://api.tela-botanica.org/img:003505371L.jpg;https://api.tela-botanica.org/img:003505372L.jpg;https://api.tela-botanica.org/img:003505373L.jpg;
Geranium lucidum;Géranium luisant;freq;1;23;;https://api.tela-botanica.org/img:003460246L.jpg;https://api.tela-botanica.org/img:003460247L.jpg;https://api.tela-botanica.org/img:003460248L.jpg;
Silene latifolia subsp. alba;Compagnon blanc;freq;3;23, 24, 25;;https://api.tela-botanica.org/img:003438717L.jpg;https://api.tela-botanica.org/img:003412818L.jpg;https://api.tela-botanica.org/img:003411820L.jpg;
Verbascum thapsus;Bouillon blanc;freq;1;23;;https://api.tela-botanica.org/img:003498186L.jpg;https://api.tela-botanica.org/img:003498188L.jpg;https://api.tela-botanica.org/img:003498189L.jpg;
Anthriscus caucalis;Cerfeuil vulgaire;freq;1;23;;https://api.tela-botanica.org/img:003432501L.jpg;https://api.tela-botanica.org/img:003432502L.jpg;https://api.tela-botanica.org/img:003432503L.jpg;
Cardaria draba;Passerage drave;freq;1;23;;https://api.tela-botanica.org/img:002471749L.jpg;https://api.tela-botanica.org/img:002120150L.jpg;https://api.tela-botanica.org/img:002120151L.jpg;
Cirsium arvense;Cirse des champs;freq;1;23;;https://api.tela-botanica.org/img:003506526L.jpg;https://api.tela-botanica.org/img:003483663L.jpg;https://api.tela-botanica.org/img:003483664L.jpg;
